Zip Code,City,County,State
11710,Bellmore,Nassau,NY
11961,Ridge,Suffolk,NY
11963,Sag Harbor,Suffolk,NY
11729,Deer Park,Suffolk,NY
11040,New Hyde Park,Nassau,NY
11731,East Northport,Suffolk,NY
11030,Manhasset,Nassau,NY
11729,Deer Park,Suffolk,NY
11222,Brooklyn,Kings,NY
13904,Binghamton,Broome,NY
11757,Lindenhurst,Suffolk,NY
11964,Shelter Island,Suffolk,NY
11719,Brookhaven,Suffolk,NY
11793,Wantagh,Nassau,NY
11779,Lake Ronkonkoma,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11743,Huntington,Suffolk,NY
11704,West Babylon,Suffolk,NY
11932,Bridgehampton,Suffolk,NY
11786,Shoreham,Suffolk,NY
11713,Bellport,Suffolk,NY
11021,Great Neck,Nassau,NY
11767,Nesconset,Suffolk,NY
11729,Deer Park,Suffolk,NY
11743,Huntington,Suffolk,NY
11963,Sag Harbor,Suffolk,NY
13790,Johnson City,Broome,NY
11720,Centereach,Suffolk,NY
11768,Northport,Suffolk,NY
11949,Manorville,Suffolk,NY
11784,Selden,Suffolk,NY
12783,Swan Lake,Sullivan,NY
11801,Hicksville,Nassau,NY
11755,Lake Grove,Suffolk,NY
11795,West Islip,Suffolk,NY
11756,Levittown,Nassau,NY
11738,Farmingville,Suffolk,NY
11050,Port Washington,Nassau,NY
11706,Bay Shore,Suffolk,NY
11787,Smithtown,Suffolk,NY
11783,Seaford,Nassau,NY
11782,Sayville,Suffolk,NY
11951,Mastic Beach,Suffolk,NY
12047,Cohoes,Albany,NY
11778,Rocky Point,Suffolk,NY
11738,Farmingville,Suffolk,NY
11953,Middle Island,Suffolk,NY
11937,East Hampton,Suffolk,NY
12542,Marlboro,Ulster,NY
11787,Smithtown,Suffolk,NY
11704,West Babylon,Suffolk,NY
11704,West Babylon,Suffolk,NY
11793,Wantagh,Nassau,NY
11793,Wantagh,Nassau,NY
11720,Centereach,Suffolk,NY
11779,Lake Ronkonkoma,Suffolk,NY
11581,Valley Stream,Nassau,NY
11769,Oakdale,Suffolk,NY
11706,Bay Shore,Suffolk,NY
12571,Red Hook,Dutchess,NY
11768,Northport,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11731,East Northport,Suffolk,NY
11756,Levittown,Nassau,NY
11772,Patchogue,Suffolk,NY
14882,Lansing,Tompkins,NY
11766,Mount Sinai,Suffolk,NY
11426,Bellerose,Queens,NY
11701,Amityville,Suffolk,NY
11730,East Islip,Suffolk,NY
11704,West Babylon,Suffolk,NY
11598,Woodmere,Nassau,NY
11754,Kings Park,Suffolk,NY
11763,Medford,Suffolk,NY
11901,Riverhead,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11729,Deer Park,Suffolk,NY
11733,East Setauket,Suffolk,NY
11510,Baldwin,Nassau,NY
11752,Islip Terrace,Suffolk,NY
11050,Port Washington,Nassau,NY
14850,Ithaca,Tompkins,NY
11740,Greenlawn,Suffolk,NY
11731,East Northport,Suffolk,NY
11793,Wantagh,Nassau,NY
11757,Lindenhurst,Suffolk,NY
11937,East Hampton,Suffolk,NY
11764,Miller Place,Suffolk,NY
10016,New York,New York,NY
11729,Deer Park,Suffolk,NY
11751,Islip,Suffolk,NY
11040,New Hyde Park,Nassau,NY
11001,Floral Park,Nassau,NY
11733,East Setauket,Suffolk,NY
11725,Commack,Suffolk,NY
11771,Oyster Bay,Nassau,NY
11776,Port Jefferson Station,Suffolk,NY
11763,Medford,Suffolk,NY
11968,Southampton,Suffolk,NY
11755,Lake Grove,Suffolk,NY
11952,Mattituck,Suffolk,NY
10536,Katonah,Westchester,NY
11720,Centereach,Suffolk,NY
11518,East Rockaway,Nassau,NY
11550,Hempstead,Nassau,NY
11716,Bohemia,Suffolk,NY
11934,Center Moriches,Suffolk,NY
11741,Holbrook,Suffolk,NY
11741,Holbrook,Suffolk,NY
11509,Atlantic Beach,Nassau,NY
12572,Rhinebeck,Dutchess,NY
11710,Bellmore,Nassau,NY
11937,East Hampton,Suffolk,NY
11023,Great Neck,Nassau,NY
11704,West Babylon,Suffolk,NY
11720,Centereach,Suffolk,NY
14882,Lansing,Tompkins,NY
11706,Bay Shore,Suffolk,NY
11720,Centereach,Suffolk,NY
11717,Brentwood,Suffolk,NY
11561,Long Beach,Nassau,NY
12209,Albany,Albany,NY
11932,Bridgehampton,Suffolk,NY
11788,Hauppauge,Suffolk,NY
11572,Oceanside,Nassau,NY
11746,Huntington Station,Suffolk,NY
11955,Moriches,Suffolk,NY
11702,Babylon,Suffolk,NY
11010,Franklin Square,Nassau,NY
11724,Cold Spring Harbor,Suffolk,NY
11772,East Patchogue,Suffolk,NY
11772,Patchogue,Suffolk,NY
13904,Binghamton,Broome,NY
11720,Centereach,Suffolk,NY
11596,Williston Park,Nassau,NY
11703,North Babylon,Suffolk,NY
11763,Medford,Suffolk,NY
11764,Miller Place,Suffolk,NY
11803,Plainview,Nassau,NY
11767,Nesconset,Suffolk,NY
11561,Long Beach,Nassau,NY
11554,East Meadow,Nassau,NY
11581,Valley Stream,Nassau,NY
11971,Southold,Suffolk,NY
11795,West Islip,Suffolk,NY
11752,Islip Terrace,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11741,Holbrook,Suffolk,NY
11779,Ronkonkoma,Suffolk,NY
11501,Mineola,Nassau,NY
11702,Babylon,Suffolk,NY
11952,Mattituck,Suffolk,NY
11772,Patchogue,Suffolk,NY
13730,Afton,Chenango,NY
11783,Seaford,Nassau,NY
11940,East Moriches,Suffolk,NY
11558,Island Park,Nassau,NY
11933,Calverton,Suffolk,NY
11530,Garden City,Nassau,NY
13850,Vestal,Broome,NY
11756,Levittown,Nassau,NY
11768,Northport,Suffolk,NY
11590,Westbury,Nassau,NY
11947,Jamesport,Suffolk,NY
13625,Colton,St. Lawrence,NY
11763,Medford,Suffolk,NY
11542,Glen Cove,Nassau,NY
11788,Hauppauge,Suffolk,NY
11725,Commack,Suffolk,NY
11937,Amagansett,Suffolk,NY
11779,Ronkonkoma,Suffolk,NY
12580,Staatsburg,Dutchess,NY
11590,Westbury,Nassau,NY
11901,Riverhead,Suffolk,NY
11754,Kings Park,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11720,Centereach,Suffolk,NY
11710,Bellmore,Nassau,NY
11706,Bay Shore,Suffolk,NY
11933,Calverton,Suffolk,NY
11563,Lynbrook,Nassau,NY
11735,Farmingdale,Suffolk,NY
11720,Centereach,Suffolk,NY
11201,Brooklyn,Kings,NY
11731,East Northport,Suffolk,NY
11937,East Hampton,Suffolk,NY
11743,Huntington,Suffolk,NY
11978,Westhampton Beach,Suffolk,NY
11751,Islip,Suffolk,NY
11801,Hicksville,Nassau,NY
11729,Deer Park,Suffolk,NY
11710,North Bellmore,Nassau,NY
14850,Ithaca,Tompkins,NY
11510,Baldwin,Nassau,NY
11722,Central Islip,Suffolk,NY
13843,South New Berlin,Chenango,NY
11780,Saint James,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11720,Centereach,Suffolk,NY
11557,Hewlett,Nassau,NY
11731,East Northport,Suffolk,NY
13450,Roseboom,Otsego,NY
11010,Franklin Square,Nassau,NY
11596,East Williston,Nassau,NY
11565,Malverne,Nassau,NY
11706,Bay Shore,Suffolk,NY
11949,Manorville,Suffolk,NY
11729,Deer Park,Suffolk,NY
11968,Southampton,Suffolk,NY
11581,Valley Stream,Nassau,NY
11939,East Marion,Suffolk,NY
11742,Holtsville,Suffolk,NY
11733,East Setauket,Suffolk,NY
11709,Bayville,Nassau,NY
13905,Binghamton,Broome,NY
11793,Wantagh,Nassau,NY
13332,Earlville,Madison,NY
11743,Huntington,Suffolk,NY
11798,Wyandanch,Suffolk,NY
11030,Manhasset,Nassau,NY
11590,Westbury,Nassau,NY
11782,Sayville,Suffolk,NY
11776,Port Jefferson Station,Suffolk,NY
11741,Holbrook,Suffolk,NY
11935,Cutchogue,Suffolk,NY
11803,Plainview,Nassau,NY
11703,North Babylon,Suffolk,NY
11946,Hampton Bays,Suffolk,NY
11704,West Babylon,Suffolk,NY
11801,Hicksville,Nassau,NY
14586,West Henrietta,Monroe,NY
13901,Binghamton,Broome,NY
12401,Kingston,Ulster,NY
11756,Levittown,Nassau,NY
11510,Baldwin,Nassau,NY
11694,Belle Harbor,Queens,NY
14424,Canandaigua,Ontario,NY
14886,Trumansburg,Tompkins,NY
11703,North Babylon,Suffolk,NY
11561,Long Beach,Nassau,NY
11742,Holtsville,Suffolk,NY
11552,West Hempstead,Nassau,NY
11779,Lake Ronkonkoma,Suffolk,NY
11702,Babylon,Suffolk,NY
11738,Farmingville,Suffolk,NY
11964,Shelter Island,Suffolk,NY
11934,Center Moriches,Suffolk,NY
11772,East Patchogue,Suffolk,NY
11788,Hauppauge,Suffolk,NY
11747,Melville,Suffolk,NY
11566,North Merrick,Nassau,NY
11725,Commack,Suffolk,NY
11040,New Hyde Park,Nassau,NY
13760,Endicott,Broome,NY
11704,West Babylon,Suffolk,NY
13787,Harpursville,Broome,NY
11790,Stony Brook,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11772,Davis Park,Suffolk,NY
11793,Wantagh,Nassau,NY
11217,Brooklyn,Kings,NY
11719,Brookhaven,Suffolk,NY
11702,Babylon,Suffolk,NY
11779,Lake Ronkonkoma,Suffolk,NY
12835,Hadley,Saratoga,NY
11566,Merrick,Nassau,NY
11968,Southampton,Suffolk,NY
11754,Kings Park,Suffolk,NY
11901,Riverhead,Suffolk,NY
11756,Levittown,Nassau,NY
11557,Hewlett,Nassau,NY
11747,Melville,Suffolk,NY
11743,Huntington,Suffolk,NY
12603,Poughkeepsie,Dutchess,NY
11010,Franklin Square,Nassau,NY
11566,North Merrick,Nassau,NY
11756,Levittown,Nassau,NY
11787,Smithtown,Suffolk,NY
11778,Rocky Point,Suffolk,NY
11977,Westhampton,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11756,Levittown,Nassau,NY
11784,Selden,Suffolk,NY
11952,Mattituck,Suffolk,NY
11783,Seaford,Nassau,NY
11598,Woodmere,Nassau,NY
11977,Westhampton,Suffolk,NY
12302,Glenville,Schenectady,NY
11702,Babylon,Suffolk,NY
11040,New Hyde Park,Nassau,NY
11217,Brooklyn,Kings,NY
11978,Westhampton Beach,Suffolk,NY
11550,Hempstead,Nassau,NY
11757,Lindenhurst,Suffolk,NY
11713,Bellport,Suffolk,NY
11949,Manorville,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11771,Oyster Bay,Nassau,NY
11786,Shoreham,Suffolk,NY
11791,Syosset,Nassau,NY
11510,Baldwin,Nassau,NY
11552,West Hempstead,Nassau,NY
11795,West Islip,Suffolk,NY
11752,Islip Terrace,Suffolk,NY
11725,Commack,Suffolk,NY
11746,Dix Hills,Suffolk,NY
14850,Ithaca,Tompkins,NY
11702,Babylon,Suffolk,NY
11968,Southampton,Suffolk,NY
11787,Smithtown,Suffolk,NY
11787,Smithtown,Suffolk,NY
11959,Quogue,Suffolk,NY
11566,North Merrick,Nassau,NY
11713,Bellport,Suffolk,NY
13904,Binghamton,Broome,NY
11741,Holbrook,Suffolk,NY
12033,Castleton,Rensselaer,NY
12404,Accord,Ulster,NY
11740,Greenlawn,Suffolk,NY
11731,Elwood,Nassau,NY
11726,Copiague,Suffolk,NY
11963,North Haven,Suffolk,NY
11706,Bay Shore,Suffolk,NY
10516,Cold Spring,Putnam,NY
11735,Farmingdale,Suffolk,NY
11784,Selden,Suffolk,NY
11795,West Islip,Suffolk,NY
11719,Brookhaven,Suffolk,NY
11787,Smithtown,Suffolk,NY
11930,Amagansett,Suffolk,NY
11959,Quogue,Suffolk,NY
11735,Farmingdale,Suffolk,NY
12149,Richmondville,Schoharie,NY
11752,Islip Terrace,Suffolk,NY
11937,East Hampton,Suffolk,NY
11772,Patchogue,Suffolk,NY
11733,Setauket,Suffolk,NY
11977,Westhampton,Suffolk,NY
11704,West Babylon,Suffolk,NY
11790,Stony Brook,Suffolk,NY
11704,West Babylon,Suffolk,NY
12498,Woodstock,Ulster,NY
11706,Bay Shore,Suffolk,NY
13905,Binghamton,Broome,NY
11976,Water Mill,Suffolk,NY
13760,Endicott,Broome,NY
11751,Islip,Suffolk,NY
11703,North Babylon,Suffolk,NY
11937,East Hampton,Suffolk,NY
11702,Babylon,Suffolk,NY
11755,Lake Grove,Suffolk,NY
11786,Shoreham,Suffolk,NY
11758,North Massapequa,Nassau,NY
11704,West Babylon,Suffolk,NY
11554,East Meadow,Nassau,NY
11772,Patchogue,Suffolk,NY
11772,Patchogue,Suffolk,NY
11357,Whitestone,Queens,NY
11733,East Setauket,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11779,Lake Ronkonkoma,Suffolk,NY
11721,Centerport,Suffolk,NY
14859,Lockwood,Tioga,NY
11756,Levittown,Nassau,NY
11735,Farmingdale,Suffolk,NY
11702,Babylon,Suffolk,NY
11779,Lake Ronkonkoma,Suffolk,NY
11720,Centereach,Suffolk,NY
11572,Oceanside,Nassau,NY
12514,Clinton Corners,Dutchess,NY
11721,Centerport,Suffolk,NY
11968,Southampton,Suffolk,NY
11787,Smithtown,Suffolk,NY
11934,Center Moriches,Suffolk,NY
11772,Patchogue,Suffolk,NY
11786,Shoreham,Suffolk,NY
12540,Lagrangeville,Dutchess,NY
11725,Commack,Suffolk,NY
11703,North Babylon,Suffolk,NY
11787,Smithtown,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11784,Selden,Suffolk,NY
13787,Harpursville,Broome,NY
11932,Bridgehampton,Suffolk,NY
11932,Bridgehampton,Suffolk,NY
11743,Huntington,Suffolk,NY
11704,West Babylon,Suffolk,NY
11701,Amityville,Suffolk,NY
11716,Bohemia,Suffolk,NY
14850,Ithaca,Tompkins,NY
11782,Sayville,Suffolk,NY
11942,East Quogue,Suffolk,NY
11701,Amityville,Suffolk,NY
11749,Islandia,Suffolk,NY
11201,Brooklyn,Kings,NY
11791,Syosset,Nassau,NY
11716,Bohemia,Suffolk,NY
11769,Oakdale,Suffolk,NY
11755,Lake Grove,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11550,South Hempstead,Nassau,NY
11554,East Meadow,Nassau,NY
11772,East Patchogue,Suffolk,NY
11783,Seaford,Nassau,NY
11754,Kings Park,Suffolk,NY
11753,Jericho,Nassau,NY
11731,East Northport,Suffolk,NY
14886,Trumansburg,Tompkins,NY
13901,Binghamton,Broome,NY
11932,Bridgehampton,Suffolk,NY
11731,East Northport,Suffolk,NY
11725,Commack,Suffolk,NY
11792,Wading River,Suffolk,NY
11726,Copiague,Suffolk,NY
11704,West Babylon,Suffolk,NY
11741,Holbrook,Suffolk,NY
11569,Point Lookout,Nassau,NY
11932,Bridgehampton,Suffolk,NY
11954,Montauk,Suffolk,NY
11763,Medford,Suffolk,NY
11797,Woodbury,Nassau,NY
11949,Manorville,Suffolk,NY
11705,Bayport,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11702,Babylon,Suffolk,NY
11703,North Babylon,Suffolk,NY
11763,Medford,Suffolk,NY
11703,North Babylon,Suffolk,NY
11768,Northport,Suffolk,NY
10986,Tompkins Cove,Rockland,NY
11793,Wantagh,Nassau,NY
11726,Copiague,Suffolk,NY
11741,Holbrook,Suffolk,NY
11783,Seaford,Nassau,NY
11952,Mattituck,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11786,Shoreham,Suffolk,NY
11772,Patchogue,Suffolk,NY
11967,Shirley,Suffolk,NY
10282,New York,New York,NY
11972,Speonk,Suffolk,NY
10520,Croton On Hudson,Westchester,NY
11746,Huntington Station,Suffolk,NY
11942,East Quogue,Suffolk,NY
11942,East Quogue,Suffolk,NY
11743,Huntington,Suffolk,NY
11704,West Babylon,Suffolk,NY
11801,Hicksville,Nassau,NY
11967,Shirley,Suffolk,NY
14623,Rochester,Monroe,NY
14850,Ithaca,Tompkins,NY
11787,Smithtown,Suffolk,NY
11804,Old Bethpage,Nassau,NY
11763,Medford,Suffolk,NY
11510,Baldwin,Nassau,NY
11793,Wantagh,Nassau,NY
11703,North Babylon,Suffolk,NY
11776,Port Jefferson Station,Suffolk,NY
11796,West Sayville,Suffolk,NY
11710,North Bellmore,Nassau,NY
11694,Belle Harbor,Suffolk,NY
11803,Plainview,Nassau,NY
11554,East Meadow,Nassau,NY
11960,Remsenburg,Suffolk,NY
11717,Brentwood,Suffolk,NY
11786,Shoreham,Suffolk,NY
11930,Amagansett,Suffolk,NY
13830,Oxford,Chenango,NY
11003,Elmont,Nassau,NY
11703,North Babylon,Suffolk,NY
11754,Kings Park,Suffolk,NY
11780,Saint James,Suffolk,NY
11795,West Islip,Suffolk,NY
11784,Selden,Suffolk,NY
11778,Rocky Point,Suffolk,NY
11755,Lake Grove,Suffolk,NY
11727,Coram,Suffolk,NY
11937,Amagansett,Suffolk,NY
11960,Remsenburg,Suffolk,NY
11735,Farmingdale,Nassau,NY
12508,Beacon,Dutchess,NY
11801,Hicksville,Nassau,NY
11757,Lindenhurst,Suffolk,NY
11954,Montauk,Suffolk,NY
11576,Roslyn,Nassau,NY
11714,Bethpage,Nassau,NY
11598,Woodmere,Nassau,NY
11766,Mount Sinai,Suffolk,NY
11971,Southold,Suffolk,NY
11772,Patchogue,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
13219,Syracuse,Onondaga,NY
11746,Dix Hills,Suffolk,NY
11783,Seaford,Nassau,NY
11937,East Hampton,Suffolk,NY
11001,Floral Park,Nassau,NY
11703,North Babylon,Suffolk,NY
11510,Baldwin,Nassau,NY
11756,Levittown,Nassau,NY
11804,Old Bethpage,Nassau,NY
11563,Lynbrook,Nassau,NY
11704,North Babylon,Suffolk,NY
11735,Farmingdale,Suffolk,NY
11953,Middle Island,Suffolk,NY
11803,Plainview,Nassau,NY
11772,East Patchogue,Suffolk,NY
11786,Shoreham,Suffolk,NY
11803,Plainview,Nassau,NY
11798,Wyandanch,Suffolk,NY
11956,New Suffolk,Suffolk,NY
11702,Babylon,Suffolk,NY
11954,Montauk,Suffolk,NY
11704,West Babylon,Suffolk,NY
11722,Central Islip,Suffolk,NY
11787,Smithtown,Suffolk,NY
11949,Manorville,Suffolk,NY
11772,Patchogue,Suffolk,NY
11933,Calverton,Suffolk,NY
11752,Islip Terrace,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
12525,Gardiner,Ulster,NY
11784,Selden,Suffolk,NY
11702,Babylon,Suffolk,NY
11795,West Islip,Suffolk,NY
11967,Shirley,Suffolk,NY
11701,Amityville,Suffolk,NY
11766,Mount Sinai,Suffolk,NY
11552,West Hempstead,Nassau,NY
11743,Huntington,Suffolk,NY
11023,Great Neck,Nassau,NY
11779,Ronkonkoma,Suffolk,NY
11706,Bay Shore,Suffolk,NY
11934,Center Moriches,Suffolk,NY
13790,Johnson City,Broome,NY
11575,Roosevelt,Nassau,NY
11751,Islip,Suffolk,NY
11743,Huntington,Suffolk,NY
11703,North Babylon,Suffolk,NY
11786,Shoreham,Suffolk,NY
11754,Kings Park,Suffolk,NY
11795,West Islip,Suffolk,NY
11040,New Hyde Park,Nassau,NY
11803,Plainview,Nassau,NY
11710,Bellmore,Nassau,NY
11758,Massapequa,Nassau,NY
11768,Northport,Suffolk,NY
11554,East Meadow,Nassau,NY
11756,Levittown,Nassau,NY
11790,Stony Brook,Suffolk,NY
11756,Levittown,Nassau,NY
11790,Stony Brook,Suffolk,NY
11561,Long Beach,Nassau,NY
11787,Hauppauge,Suffolk,NY
11803,Plainview,Nassau,NY
11561,Long Beach,Nassau,NY
11792,Wading River,Suffolk,NY
11050,Port Washington,Nassau,NY
11946,Hampton Bays,Suffolk,NY
11710,North Bellmore,Nassau,NY
11772,Patchogue,Suffolk,NY
12542,Marlboro,Ulster,NY
11757,Lindenhurst,Suffolk,NY
11704,West Babylon,Suffolk,NY
11786,Shoreham,Suffolk,NY
12834,Greenwich,Washington,NY
11040,New Hyde Park,Nassau,NY
12561,New Paltz,Ulster,NY
11561,Long Beach,Nassau,NY
11790,Stony Brook,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11751,Islip,Suffolk,NY
11580,Valley Stream,Nassau,NY
12901,Plattsburgh,Clinton,NY
11743,Huntington,Suffolk,NY
13790,Johnson City,Broome,NY
11545,Glen Head,Nassau,NY
11725,Commack,Suffolk,NY
11566,Merrick,Nassau,NY
11706,Bay Shore,Suffolk,NY
11803,Old Bethpage,Nassau,NY
11783,Seaford,Nassau,NY
11978,Westhampton Beach,Suffolk,NY
11713,Bellport,Suffolk,NY
11901,Riverhead,Suffolk,NY
10510,Briarcliff Manor,Westchester,NY
11720,Centereach,Suffolk,NY
11949,Manorville,Suffolk,NY
11803,Plainview,Nassau,NY
10924,Goshen,Orange,NY
11741,Holbrook,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11552,West Hempstead,Nassau,NY
11937,East Hampton,Suffolk,NY
12569,Pleasant Valley,Dutchess,NY
11970,South Jamesport,Suffolk,NY
11566,Merrick,Nassau,NY
11755,Lake Grove,Suffolk,NY
12932,Elizabethtown,Essex,NY
11713,Bellport,Suffolk,NY
11801,Hicksville,Nassau,NY
11787,Smithtown,Suffolk,NY
11954,Montauk,Suffolk,NY
11791,Syosset,Nassau,NY
11731,East Northport,Suffolk,NY
11364,Oakland Gardens,Queens,NY
11756,Levittown,Nassau,NY
11935,Cutchogue,Suffolk,NY
12428,Ellenville,Ulster,NY
11554,East Meadow,Nassau,NY
11554,East Meadow,Nassau,NY
11963,Sag Harbor,Suffolk,NY
12065,Clifton Park,Saratoga,NY
11561,Long Beach,Nassau,NY
11726,Copiague,Suffolk,NY
11730,East Islip,Suffolk,NY
11518,East Rockaway,Nassau,NY
11946,Hampton Bays,Suffolk,NY
12525,Gardiner,Ulster,NY
11779,Ronkonkoma,Suffolk,NY
11779,Ronkonkoma,Suffolk,NY
11580,Valley Stream,Nassau,NY
11976,Water Mill,Suffolk,NY
11949,Manorville,Suffolk,NY
12061,East Greenbush,Rensselaer,NY
11756,Levittown,Nassau,NY
11703,North Babylon,Suffolk,NY
11714,Bethpage,Nassau,NY
11801,Hicksville,Nassau,NY
11709,Bayville,Nassau,NY
11946,Hampton Bays,Suffolk,NY
11795,West Islip,Suffolk,NY
11727,Coram,Suffolk,NY
11563,Lynbrook,Nassau,NY
11783,Seaford,Nassau,NY
11558,Island Park,Nassau,NY
11560,Locust Valley,Nassau,NY
11010,Franklin Square,Nassau,NY
11795,West Islip,Suffolk,NY
12419,Cottekill,Ulster,NY
11742,Holtsville,Suffolk,NY
11952,Mattituck,Suffolk,NY
11702,Babylon,Suffolk,NY
11694,Rockaway Park,Suffolk,NY
11961,Ridge,Suffolk,NY
11968,Southampton,Suffolk,NY
11946,Hampton Bays,Suffolk,NY
11950,Mastic,Suffolk,NY
12533,Hopewell Junction,Dutchess,NY
11733,East Setauket,Suffolk,NY
11798,Wyandanch,Suffolk,NY
11729,Deer Park,Suffolk,NY
11704,West Babylon,Suffolk,NY
11704,West Babylon,Suffolk,NY
11968,Southampton,Suffolk,NY
11727,Coram,Suffolk,NY
11932,Bridgehampton,Suffolk,NY
11783,Seaford,Nassau,NY
11701,Amityville,Suffolk,NY
11763,Medford,Suffolk,NY
11751,Islip,Suffolk,NY
11558,Island Park,Nassau,NY
11784,Selden,Suffolk,NY
11779,Ronkonkoma,Suffolk,NY
11704,West Babylon,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11751,Islip,Suffolk,NY
11704,West Babylon,Suffolk,NY
11787,Smithtown,Suffolk,NY
11743,Huntington,Suffolk,NY
11720,South Setauket,Suffolk,NY
11714,Bethpage,Nassau,NY
11968,Southampton,Suffolk,NY
11580,Valley Stream,Nassau,NY
11754,Kings Park,Suffolk,NY
11941,Eastport,Suffolk,NY
14850,Ithaca,Tompkins,NY
11563,Lynbrook,Nassau,NY
11714,Bethpage,Nassau,NY
11742,Holtsville,Suffolk,NY
12198,Wynantskill,Rensselaer,NY
11050,Port Washington,Nassau,NY
11967,East Yaphank,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11576,Roslyn,Nassau,NY
11787,Smithtown,Suffolk,NY
11787,Smithtown,Suffolk,NY
13053,Dryden,Tompkins,NY
12528,Highland,Ulster,NY
11581,Valley Stream,Nassau,NY
11963,Sag Harbor,Suffolk,NY
11710,Bellmore,Nassau,NY
13850,Vestal,Broome,NY
11738,Farmingville,Suffolk,NY
11727,Coram,Suffolk,NY
14850,Ithaca,Tompkins,NY
11729,Deer Park,Suffolk,NY
11754,Kings Park,Suffolk,NY
12987,Upper Jay,Essex,NY
11715,Blue Point,Suffolk,NY
11725,Commack,Suffolk,NY
11741,Holbrook,Suffolk,NY
11954,Montauk,Suffolk,NY
13053,Dryden,Tompkins,NY
11701,Amityville,Suffolk,NY
12533,Hopewell Junction,Dutchess,NY
11703,North Babylon,Suffolk,NY
11702,Babylon,Suffolk,NY
11717,Brentwood,Suffolk,NY
14850,Ithaca,Tompkins,NY
11704,West Babylon,Suffolk,NY
11767,Nesconset,Suffolk,NY
11735,Farmingdale,Suffolk,NY
11950,Mastic,Suffolk,NY
11050,Port Washington,Nassau,NY
11757,Lindenhurst,Suffolk,NY
11001,Floral Park,Nassau,NY
11790,Stony Brook,Suffolk,NY
11558,Island Park,Nassau,NY
11786,Shoreham,Suffolk,NY
12561,New Paltz,Ulster,NY
11710,North Bellmore,Nassau,NY
11782,Sayville,Suffolk,NY
11944,Greenport,Suffolk,NY
11704,West Babylon,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11901,Riverhead,Suffolk,NY
11967,Shirley,Suffolk,NY
10918,Chester,Orange,NY
11949,Manorville,Suffolk,NY
11762,Massapequa Park,Nassau,NY
11704,West Babylon,Suffolk,NY
11776,Port Jefferson Station,Suffolk,NY
11561,Lido Beach,Nassau,NY
11967,Shirley,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11003,Elmont,Nassau,NY
11704,North Babylon,Suffolk,NY
11702,Babylon,Suffolk,NY
12572,Rhinebeck,Dutchess,NY
11558,Island Park,Nassau,NY
11731,East Northport,Suffolk,NY
11706,Bay Shore,Suffolk,NY
11727,Coram,Suffolk,NY
12572,Rhinebeck,Dutchess,NY
11963,Sag Harbor,Suffolk,NY
11572,Oceanside,Nassau,NY
11946,Hampton Bays,Suffolk,NY
11792,Wading River,Suffolk,NY
11758,Massapequa,Nassau,NY
11942,East Quogue,Suffolk,NY
13850,Vestal,Broome,NY
11963,Sag Harbor,Suffolk,NY
11003,Elmont,Nassau,NY
11783,Seaford,Nassau,NY
11778,Rocky Point,Suffolk,NY
11963,Sag Harbor,Suffolk,NY
11954,Montauk,Suffolk,NY
11978,Westhampton Beach,Suffolk,NY
11752,Islip Terrace,Suffolk,NY
11758,North Massapequa,Nassau,NY
11720,Centereach,Suffolk,NY
11566,Merrick,Nassau,NY
11704,West Babylon,Suffolk,NY
11768,Northport,Suffolk,NY
11561,Long Beach,Nassau,NY
11725,Commack,Suffolk,NY
11801,Hicksville,Nassau,NY
11561,Long Beach,Nassau,NY
11937,East Hampton,Suffolk,NY
11581,Valley Stream,Nassau,NY
11937,East Hampton,Suffolk,NY
11901,Riverhead,Suffolk,NY
11782,Sayville,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
11746,Huntington Station,Suffolk,NY
11783,Seaford,Nassau,NY
11803,Plainview,Nassau,NY
11704,West Babylon,Suffolk,NY
13031,Camillus,Onondaga,NY
11970,South Jamesport,Suffolk,NY
11793,Wantagh,Nassau,NY
11937,East Hampton,Suffolk,NY
11746,Dix Hills,Suffolk,NY
11701,Amityville,Suffolk,NY
10547,Mohegan Lake,Westchester,NY
11971,Southold,Suffolk,NY
11780,Saint James,Suffolk,NY
11704,West Babylon,Suffolk,NY
